Age_Group,Gender,Occupation,Income,Shopping_Frequency,Platform,Monthly_Spend,Style,Struggle_Outfits,Occasion_Issue,Body_Fit_Issue,Lack_Inspiration,Budget_Issue,AI_Outfit_Interest,Virtual_TryOn_Interest,Wardrobe_Feature,MixMatch_Feature,AI_Chat,Budget_Feature,Privacy_Comfort,Purchase_Driver,Outfit_Budget,Subscription_Amount,Adoption
30,Female,Working Professional,20000-50000,2-3 months,Online,3849.946,Formal,0,0,1,1,0,1,0,0,1,0,0,Medium,Fit,2301.9543,284.47831,Maybe
18-21,Male,Working Professional,50000-100000,Weekly,Offline,6185.9182,Formal,0,1,1,0,0,1,0,1,1,0,0,Medium,Trend,2665.5469,321.43999,Maybe
30,Female,Working Professional,50000-100000,Monthly,Mixed,5940.9253,Experimental,1,1,0,1,0,1,1,1,1,1,0,High,Price,5415.8327,242.88287,Yes
18-21,Female,Student,100000,2-3 months,Offline,4826.7441,Formal,1,0,0,1,1,0,1,0,1,0,1,Medium,Fit,764.3623,234.81133,Yes
26-30,Female,Working Professional,20000-50000,2-3 months,Online,4109.2236,Formal,1,1,1,1,0,1,0,1,1,1,0,High,Brand,1407.1242,447.70813,Yes
22-25,Female,Working Professional,50000-100000,Monthly,Online,5314.6422,Casual,1,1,1,0,1,1,0,0,1,1,1,Medium,Fit,1955.6033,70.659164,Yes
30,Female,Student,20000-50000,2-3 months,Online,4628.5348,Formal,1,0,1,0,1,0,1,0,0,0,0,Medium,Price,1489.53,140.75596,Yes
30,Male,Working Professional,100000,Monthly,Online,6121.6001,Minimal,0,0,1,0,1,1,0,1,1,1,1,Medium,Recommendation,311.61032,401.2101,Maybe
26-30,Female,Working Professional,20000-50000,Weekly,Mixed,5799.1228,Experimental,0,1,0,1,1,1,1,0,1,0,0,High,Fit,300,289.06508,Yes
26-30,Male,Self-employed,20000-50000,Monthly,Online,1963.4922,Experimental,1,1,0,0,1,1,1,0,0,0,1,High,Brand,300,448.7269,Yes
22-25,Female,Student,20000-50000,Monthly,Online,1828.0737,Formal,1,1,0,1,1,0,1,1,1,0,1,Medium,Fit,4148.5449,353.68984,Maybe
18-21,Female,Working Professional,50000-100000,Rarely,Online,2597.5009,Casual,1,0,1,1,0,1,1,0,1,0,1,Medium,Trend,2487.6716,99.944301,Yes
22-25,Female,Student,100000,Weekly,Offline,5952.2774,Experimental,1,1,0,0,0,1,0,1,1,1,1,Medium,Recommendation,3753.3084,309.42516,Yes
18-21,Male,Working Professional,<20000,Monthly,Offline,847.38201,Experimental,0,1,0,0,1,1,1,0,1,1,0,Medium,Price,1626.2296,380.18217,Maybe
26-30,Female,Student,<20000,Monthly,Online,4789.5148,Minimal,1,0,0,1,0,1,1,0,1,1,1,Medium,Recommendation,2352.4965,335.10595,Yes
22-25,Male,Student,100000,Monthly,Online,4725.0862,Formal,1,0,1,0,0,1,1,1,0,0,0,Low,Trend,4919.7363,229.75887,Yes
30,Female,Working Professional,20000-50000,Weekly,Online,6325.2961,Experimental,1,0,1,0,1,0,0,0,0,0,0,High,Recommendation,4829.0839,258.90895,Maybe
26-30,Male,Self-employed,50000-100000,Monthly,Offline,4360.6774,Experimental,0,0,1,1,1,1,1,1,1,1,0,High,Trend,3912.9582,215.98723,Yes
26-30,Female,Student,20000-50000,2-3 months,Online,1313.5812,Experimental,1,0,0,1,0,1,1,0,1,0,0,High,Fit,2803.6267,101.22044,Yes
18-21,Male,Student,<20000,Monthly,Mixed,2081.2901,Experimental,0,1,1,0,0,1,1,0,0,1,1,High,Price,3276.9541,80.589065,Maybe
30,Female,Working Professional,50000-100000,Monthly,Online,1636.009,Casual,1,1,0,1,0,1,1,0,1,0,1,Low,Trend,3055.9574,358.50314,Yes
30,Male,Working Professional,50000-100000,Monthly,Online,2924.1121,Trendy,0,1,0,0,0,1,1,0,1,1,1,Low,Trend,2249.6098,169.28125,Maybe
22-25,Female,Self-employed,20000-50000,Monthly,Instagram,3634.1969,Minimal,1,0,0,1,1,1,0,1,0,0,0,Low,Fit,1893.4453,386.33976,Yes
26-30,Female,Student,20000-50000,Monthly,Online,1669.1169,Casual,1,1,0,1,1,1,1,0,1,1,1,Medium,Trend,4183.5519,210.73988,Yes
26-30,Female,Working Professional,50000-100000,2-3 months,Offline,6941.324,Minimal,1,1,1,1,1,1,1,1,0,0,1,High,Price,556.55868,103.02771,Yes
18-21,Male,Student,<20000,Rarely,Online,1349.4373,Experimental,1,1,1,1,0,1,0,0,0,1,0,Medium,Brand,4731.0374,238.80845,Maybe
22-25,Female,Student,100000,Monthly,Offline,6692.2068,Minimal,0,1,0,1,0,1,1,0,1,1,0,Medium,Recommendation,2086.8358,614.15625,Yes
22-25,Male,Working Professional,20000-50000,Monthly,Instagram,6370.3261,Formal,1,1,1,1,1,1,1,0,1,0,0,Low,Trend,528.91974,285.65838,Yes
18-21,Female,Working Professional,20000-50000,2-3 months,Mixed,5796.6051,Formal,1,1,0,0,0,0,1,1,1,0,0,High,Recommendation,1681.7427,396.88,Yes
22-25,Female,Working Professional,100000,Monthly,Online,2612.4668,Trendy,1,0,0,1,0,1,0,0,1,1,1,High,Recommendation,1188.3882,325.32057,Maybe
18-21,Female,Working Professional,50000-100000,Monthly,Online,4684.9018,Trendy,1,0,0,1,1,0,1,0,1,1,0,Low,Brand,1636.4885,89.220295,Yes
18-21,Non-binary,Working Professional,20000-50000,Monthly,Online,1445.2577,Minimal,1,1,0,1,1,0,1,1,1,1,0,Low,Trend,1609.0697,517.34449,Maybe
18-21,Male,Working Professional,50000-100000,2-3 months,Mixed,5821.8141,Casual,1,1,0,1,0,0,0,0,1,1,0,Low,Price,1549.4578,262.82673,Maybe
30,Male,Self-employed,20000-50000,Monthly,Mixed,3852.0304,Casual,1,1,1,1,0,1,0,0,0,0,0,Medium,Trend,2038.0644,103.42312,Yes
22-25,Female,Student,20000-50000,2-3 months,Online,3181.3596,Experimental,1,1,1,0,0,0,1,0,0,1,0,Low,Recommendation,2402.84,223.16497,Yes
30,Male,Student,100000,2-3 months,Online,1552.5103,Casual,0,1,1,1,1,1,0,0,1,0,0,High,Fit,3645.7895,269.06339,No
22-25,Male,Working Professional,50000-100000,Monthly,Online,500,Trendy,0,0,0,0,1,0,0,1,1,1,1,High,Brand,2132.5711,412.42193,No
22-25,Female,Working Professional,50000-100000,2-3 months,Online,1922.9183,Casual,0,0,1,0,0,0,1,0,0,1,0,Medium,Price,2989.0312,197.88552,No
22-25,Male,Student,20000-50000,2-3 months,Online,6225.5964,Experimental,0,0,1,0,0,1,1,1,1,0,0,Low,Price,2511.297,693.05184,Yes
22-25,Male,Self-employed,<20000,Monthly,Online,3194.3331,Formal,1,1,1,1,1,1,1,1,1,1,1,High,Recommendation,3310.8712,159.42465,Yes
18-21,Male,Student,<20000,Weekly,Offline,3661.3423,Casual,0,1,0,0,0,1,1,1,1,1,1,Medium,Price,2570.013,391.79924,Yes
26-30,Male,Working Professional,20000-50000,Weekly,Mixed,5311.1087,Casual,0,1,1,1,1,1,1,0,1,1,0,Medium,Recommendation,1529.7673,50,Yes
18-21,Female,Student,50000-100000,Monthly,Mixed,7611.3378,Trendy,1,1,1,1,1,0,1,1,1,1,0,Medium,Price,1122.7005,281.4452,Yes
26-30,Female,Working Professional,20000-50000,Monthly,Online,6650.0093,Minimal,1,0,1,0,1,1,1,0,1,1,0,High,Price,2815.3444,355.08514,Yes
26-30,Non-binary,Self-employed,50000-100000,Monthly,Offline,2055.33,Formal,1,0,0,0,1,1,1,1,1,0,1,High,Recommendation,4410.0677,132.06251,No
18-21,Female,Student,<20000,Weekly,Mixed,500,Minimal,1,1,0,0,0,1,1,1,1,1,0,Low,Brand,2156.3131,524.85682,Yes
18-21,Male,Self-employed,20000-50000,2-3 months,Online,8719.2285,Experimental,0,1,1,1,0,1,1,0,1,1,1,Medium,Price,1448.7045,365.1715,Yes
26-30,Male,Working Professional,20000-50000,Monthly,Offline,8537.9832,Experimental,0,0,0,0,1,1,1,1,1,0,1,Medium,Trend,2115.744,252.35393,Yes
22-25,Male,Self-employed,20000-50000,Monthly,Online,4376.9072,Minimal,1,1,0,1,0,0,0,1,1,1,0,High,Fit,1657.9082,363.55163,Maybe
18-21,Non-binary,Working Professional,<20000,Monthly,Online,1459.0235,Trendy,1,0,1,0,0,0,1,0,0,0,0,High,Recommendation,1499.5292,211.00288,Maybe
30,Female,Working Professional,100000,Monthly,Online,5926.4531,Trendy,1,0,0,1,0,1,1,0,1,0,1,High,Price,334.60813,487.70699,Yes
18-21,Female,Student,20000-50000,Monthly,Online,3784.0326,Trendy,1,1,0,1,0,0,1,0,0,0,1,High,Brand,2133.3876,452.29479,Yes
26-30,Female,Working Professional,100000,Monthly,Offline,3774.0378,Formal,0,0,1,1,0,1,0,0,1,0,1,High,Trend,2853.6657,356.00851,Maybe
30,Female,Student,20000-50000,Weekly,Online,5788.9177,Experimental,1,1,0,1,1,1,1,0,0,0,1,High,Recommendation,877.14376,391.75381,Yes
18-21,Female,Student,100000,2-3 months,Online,4668.7495,Experimental,0,0,1,1,0,1,0,1,1,1,0,Medium,Trend,1182.4904,78.420568,Maybe
18-21,Female,Student,20000-50000,2-3 months,Online,1628.3702,Experimental,1,1,1,0,0,1,1,0,1,1,0,Low,Fit,1077.907,520.04177,Yes
18-21,Male,Working Professional,100000,Monthly,Mixed,3350.5161,Formal,1,1,0,1,0,1,1,0,0,1,1,Low,Brand,419.98305,285.09633,Yes
22-25,Male,Working Professional,<20000,2-3 months,Online,5322.3059,Experimental,1,1,1,1,0,1,1,1,1,0,1,Low,Recommendation,1066.6118,453.75685,Yes
18-21,Female,Student,50000-100000,2-3 months,Offline,5020.5044,Minimal,1,0,0,0,1,1,1,1,1,1,1,Medium,Recommendation,2203.2154,412.47633,Yes
26-30,Female,Student,100000,Weekly,Offline,4524.0331,Casual,1,0,1,1,0,1,1,1,1,1,1,High,Price,486.91329,451.45722,Yes
18-21,Male,Working Professional,<20000,Rarely,Online,5866.8459,Formal,1,1,1,1,0,1,0,1,1,1,1,High,Trend,2293.6863,142.83556,Yes
22-25,Female,Student,<20000,2-3 months,Online,3276.566,Casual,1,0,0,1,0,1,1,1,1,0,1,High,Recommendation,1444.7998,161.9251,Yes
30,Female,Student,20000-50000,Monthly,Instagram,4357.3396,Minimal,1,1,1,1,1,1,1,0,1,0,0,Medium,Trend,1106.5269,637.24122,Yes
26-30,Female,Student,100000,Weekly,Online,500,Trendy,1,1,1,1,0,1,1,1,1,0,0,High,Fit,3065.8132,72.098689,Yes
26-30,Female,Self-employed,20000-50000,Weekly,Online,3100.6996,Trendy,1,0,0,0,0,0,0,1,1,1,0,High,Price,1539.8116,135.35845,Maybe
22-25,Female,Working Professional,20000-50000,Weekly,Instagram,16583.417,Trendy,1,1,0,1,0,1,1,1,1,0,1,High,Fit,3589.9584,306.4866,Yes
26-30,Non-binary,Working Professional,<20000,2-3 months,Online,3219.2111,Formal,0,1,0,0,0,1,1,0,1,1,0,Low,Price,4447.0102,306.74696,Yes
22-25,Female,Working Professional,<20000,Monthly,Online,3067.5452,Trendy,1,1,1,0,0,0,0,1,1,1,0,Medium,Price,1119.9165,218.99729,Maybe
22-25,Female,Working Professional,50000-100000,2-3 months,Online,1917.0941,Formal,1,0,0,1,1,0,1,1,1,1,1,High,Trend,4848.8118,392.41183,Maybe
18-21,Female,Working Professional,<20000,2-3 months,Online,6006.7318,Formal,1,0,0,0,0,1,0,0,0,1,1,High,Price,1978.3133,435.31252,Yes
30,Female,Working Professional,50000-100000,2-3 months,Instagram,5096.9265,Casual,1,0,0,1,1,0,0,1,1,1,1,High,Fit,795.79805,297.27486,Maybe
22-25,Male,Working Professional,100000,2-3 months,Offline,5650.8292,Trendy,0,0,1,0,0,0,1,0,1,1,0,High,Fit,1669.0775,259.72652,Maybe
18-21,Male,Student,20000-50000,Weekly,Offline,547.57208,Experimental,0,0,1,0,0,1,1,1,1,1,0,High,Fit,2603.1624,296.66067,Maybe
22-25,Male,Student,50000-100000,Monthly,Instagram,3679.0999,Trendy,1,1,1,1,1,0,1,1,1,1,0,High,Trend,4381.7558,225.39588,Yes
22-25,Female,Working Professional,<20000,2-3 months,Online,3439.778,Trendy,0,0,0,0,0,0,1,0,1,1,0,Medium,Trend,3698.2372,50,Maybe
26-30,Male,Working Professional,50000-100000,Weekly,Online,3438.8566,Trendy,0,0,0,1,1,1,1,1,1,1,1,High,Brand,2595.8603,345.13867,Yes
26-30,Male,Working Professional,<20000,Weekly,Online,2767.9449,Experimental,0,0,0,0,1,1,1,1,0,1,0,Low,Recommendation,4389.934,414.87536,Maybe
26-30,Male,Working Professional,50000-100000,2-3 months,Online,3307.7915,Experimental,0,0,0,0,1,1,1,0,0,1,0,High,Brand,300,276.91091,Yes
18-21,Female,Self-employed,20000-50000,2-3 months,Mixed,5699.2896,Formal,1,0,1,0,0,1,1,0,0,1,0,Low,Brand,2874.1623,50,Yes
22-25,Female,Student,20000-50000,Monthly,Mixed,500,Experimental,1,1,0,0,0,1,1,1,1,0,1,Medium,Price,2964.9096,214.24274,Yes
22-25,Female,Working Professional,20000-50000,2-3 months,Online,7554.5895,Formal,1,1,1,0,0,1,1,1,1,0,1,Low,Price,2983.2137,435.85831,Yes
18-21,Male,Working Professional,<20000,2-3 months,Online,4967.6823,Casual,1,0,1,1,0,0,1,1,1,1,1,Medium,Brand,300,84.262723,Yes
22-25,Female,Self-employed,50000-100000,Monthly,Online,3915.3362,Formal,0,0,1,1,0,0,0,1,1,1,1,Medium,Recommendation,974.6314,404.3826,No
26-30,Female,Self-employed,20000-50000,Weekly,Online,5813.6683,Trendy,0,1,1,0,0,1,0,1,1,1,0,Medium,Brand,2250.2884,233.18758,Maybe
18-21,Male,Working Professional,50000-100000,Rarely,Online,1096.3305,Minimal,1,0,1,0,0,1,1,1,1,1,1,High,Trend,4172.1873,297.18373,Yes
22-25,Male,Student,<20000,Monthly,Offline,2670.5982,Minimal,1,0,0,1,0,1,0,0,1,0,1,High,Fit,5372.8967,197.11507,Maybe
18-21,Male,Working Professional,50000-100000,Weekly,Mixed,3757.8491,Trendy,0,1,1,1,1,1,0,1,1,0,1,High,Brand,1503.3471,129.66262,Maybe
18-21,Female,Student,<20000,Monthly,Instagram,6731.1207,Formal,1,1,1,1,1,1,1,1,1,0,1,High,Price,535.22981,515.13697,Yes
18-21,Male,Working Professional,20000-50000,2-3 months,Online,3907.0068,Trendy,1,1,1,1,0,0,0,1,1,1,0,High,Recommendation,3723.6422,422.37585,Maybe
30,Female,Self-employed,20000-50000,Monthly,Online,4900.1093,Experimental,1,1,0,1,1,1,1,0,1,0,1,High,Price,6421.555,396.70815,Yes
26-30,Female,Working Professional,50000-100000,Monthly,Offline,2820.842,Formal,0,1,0,1,0,1,1,1,1,0,1,Low,Trend,4160.4109,436.28332,Maybe
30,Female,Working Professional,20000-50000,Monthly,Mixed,4973.6841,Trendy,1,1,1,1,0,1,0,1,1,0,0,Low,Price,1377.0509,375.40723,Yes
22-25,Female,Working Professional,100000,Rarely,Mixed,7354.4792,Experimental,0,1,0,0,0,1,0,1,1,1,0,Medium,Price,6791.7089,441.61969,Maybe
18-21,Female,Working Professional,100000,Weekly,Mixed,5991.0534,Experimental,1,0,0,0,1,1,0,0,1,0,1,High,Recommendation,3530.1994,200.41489,Yes
22-25,Male,Working Professional,<20000,Monthly,Offline,3837.088,Formal,1,1,0,1,0,1,1,1,1,1,1,High,Recommendation,1313.4802,506.65303,Yes
22-25,Female,Working Professional,50000-100000,Rarely,Offline,5350.9817,Casual,1,0,1,1,0,1,1,1,1,1,1,High,Price,5401.4532,493.26466,Yes
26-30,Male,Self-employed,<20000,Weekly,Online,5155.0339,Casual,0,0,0,0,1,1,1,1,1,1,0,Medium,Price,1195.0123,357.0723,Yes
18-21,Female,Self-employed,20000-50000,Rarely,Offline,5013.1753,Experimental,0,1,1,1,0,1,1,0,1,1,0,Low,Brand,1568.3672,256.80082,Yes
22-25,Female,Student,50000-100000,Rarely,Online,6223.9067,Casual,1,1,0,1,1,1,1,1,0,1,1,High,Trend,3589.9312,116.47062,Yes
18-21,Female,Working Professional,50000-100000,2-3 months,Online,6208.9554,Experimental,1,1,0,1,0,0,1,1,1,1,0,Medium,Brand,2462.642,334.29867,Yes
22-25,Female,Working Professional,50000-100000,Monthly,Offline,3745.6828,Casual,1,0,0,0,1,0,0,1,0,1,0,Medium,Recommendation,2555.5107,552.73728,Maybe
26-30,Female,Student,20000-50000,2-3 months,Online,5283.7581,Experimental,1,1,1,0,1,1,1,1,1,0,0,High,Brand,2558.0373,125.87442,Yes
22-25,Female,Student,20000-50000,2-3 months,Online,3233.8102,Experimental,0,1,0,0,1,1,1,0,1,1,0,Low,Brand,4171.7199,452.71127,Yes
22-25,Female,Student,<20000,Rarely,Online,2153.8552,Experimental,1,0,0,0,1,1,0,1,0,1,0,High,Price,300,229.28417,Maybe
22-25,Female,Self-employed,50000-100000,Weekly,Online,3461.0125,Experimental,0,1,0,0,1,1,1,0,0,0,0,Low,Price,2926.7708,242.08533,Yes
22-25,Female,Working Professional,20000-50000,2-3 months,Online,11542.331,Minimal,0,0,0,1,0,0,0,0,1,0,1,Medium,Trend,4129.3899,123.68115,No
26-30,Male,Working Professional,50000-100000,Monthly,Online,676.83802,Casual,1,0,1,1,1,1,1,0,1,0,1,High,Fit,1371.256,187.12606,Yes
30,Female,Student,20000-50000,Weekly,Online,5720.6651,Experimental,1,0,0,1,1,1,0,1,0,0,1,High,Fit,1367.2954,397.01731,Yes
30,Male,Working Professional,20000-50000,Monthly,Online,500,Trendy,1,0,0,1,0,1,0,1,0,1,0,High,Brand,300,415.66914,Maybe
26-30,Male,Student,20000-50000,2-3 months,Mixed,9429.6339,Formal,1,1,0,1,1,1,1,1,1,0,1,High,Trend,1302.3728,335.37871,No
22-25,Male,Working Professional,<20000,Monthly,Online,7003.7583,Trendy,1,0,0,0,0,1,1,1,1,0,1,Low,Trend,4435.6941,224.87807,Yes
26-30,Male,Working Professional,20000-50000,Monthly,Online,3477.9826,Trendy,0,1,1,0,0,1,1,0,1,1,0,Medium,Recommendation,3748.0823,134.46642,Yes
22-25,Female,Student,50000-100000,Rarely,Offline,4018.8527,Minimal,1,0,0,0,0,0,1,1,1,1,0,Medium,Price,2212.9274,309.26377,Yes
22-25,Male,Working Professional,100000,Monthly,Mixed,4605.9437,Casual,1,1,0,1,1,0,1,0,1,0,1,Medium,Recommendation,383.11642,245.25685,Yes
26-30,Male,Student,20000-50000,2-3 months,Offline,2821.6792,Minimal,1,1,0,1,0,0,1,1,0,0,0,High,Fit,3732.8047,331.67721,Maybe
18-21,Female,Working Professional,20000-50000,Monthly,Online,4385.2383,Casual,1,0,1,1,0,1,0,1,1,1,0,High,Trend,4464.7726,251.81435,Yes
30,Female,Working Professional,<20000,Monthly,Offline,3712,Experimental,1,1,1,1,0,1,0,1,1,1,0,High,Fit,4051.292,255.65028,Yes
22-25,Female,Working Professional,100000,2-3 months,Instagram,3811.4546,Minimal,1,1,0,1,1,1,1,1,0,1,1,High,Price,1046.9117,323.8441,Yes
26-30,Male,Student,<20000,Rarely,Instagram,4362.9221,Formal,1,1,1,1,1,1,1,0,0,1,1,High,Price,1202.682,352.82887,Yes
26-30,Male,Student,100000,Monthly,Offline,1372.9444,Casual,1,1,1,1,0,1,1,0,1,1,1,Medium,Price,4983.8669,483.58819,Yes
30,Female,Self-employed,20000-50000,2-3 months,Mixed,4079.1394,Minimal,0,1,0,1,1,1,1,1,1,1,0,High,Fit,686.09344,249.45175,Yes
26-30,Female,Student,20000-50000,Weekly,Mixed,4326.8955,Formal,1,1,0,1,0,1,0,1,0,1,1,Low,Trend,3217.32,381.82418,Yes
26-30,Female,Working Professional,100000,Monthly,Offline,4257.6992,Trendy,0,0,1,1,0,1,1,1,1,1,1,High,Recommendation,300,570.54331,Yes
18-21,Female,Self-employed,<20000,Monthly,Online,3568.3385,Experimental,0,1,1,1,0,1,1,0,1,1,0,High,Trend,2049.5269,385.81145,Yes
22-25,Non-binary,Student,20000-50000,Weekly,Offline,6275.7156,Experimental,0,0,1,1,0,1,1,1,1,1,1,Medium,Trend,3377.7256,474.63765,Yes
18-21,Female,Student,20000-50000,Monthly,Mixed,3292.6949,Trendy,0,0,0,1,1,1,1,0,0,1,0,Medium,Brand,2455.0511,206.9059,Yes
26-30,Female,Working Professional,20000-50000,Monthly,Online,4454.6518,Minimal,1,0,1,1,1,1,1,0,0,1,0,Low,Trend,3285.87,191.94665,Yes
22-25,Female,Self-employed,20000-50000,Weekly,Mixed,6594.5951,Trendy,1,1,0,1,0,1,1,0,1,1,0,Medium,Recommendation,660.69239,276.09388,Yes
26-30,Male,Self-employed,50000-100000,Monthly,Online,3841.2477,Formal,0,1,1,1,0,1,1,1,0,1,0,High,Brand,1269.9971,292.05902,Yes
18-21,Female,Working Professional,50000-100000,Monthly,Online,4428.9265,Casual,0,0,1,1,1,1,0,0,0,0,1,Low,Trend,3222.7276,460.62368,Maybe
18-21,Male,Working Professional,<20000,Monthly,Mixed,3807.2307,Minimal,1,0,1,1,0,1,1,1,1,1,1,Low,Brand,3545.3322,190.54741,No
26-30,Female,Student,100000,Rarely,Online,6474.7396,Casual,0,1,0,0,0,1,1,0,1,1,0,Low,Trend,2829.7193,286.70581,Yes
18-21,Female,Self-employed,<20000,2-3 months,Online,3484.5509,Trendy,1,0,0,1,1,1,1,1,1,1,0,Low,Price,3920.5866,461.22379,Yes
18-21,Female,Self-employed,20000-50000,Monthly,Online,6566.7092,Experimental,0,0,1,1,1,1,1,1,1,0,0,High,Price,300,332.33154,Yes
18-21,Female,Student,20000-50000,Rarely,Online,3792.8242,Casual,0,1,0,1,0,1,1,0,1,0,1,Low,Trend,1800.7031,298.37745,Yes
30,Female,Student,<20000,2-3 months,Online,2281.0806,Casual,1,1,0,1,0,1,0,1,0,1,1,Low,Brand,5234.0257,335.77464,Maybe
26-30,Male,Student,<20000,Monthly,Online,5358.7463,Experimental,1,0,0,1,0,1,1,1,0,1,1,Medium,Recommendation,4425.2032,130.86712,Yes
22-25,Male,Student,100000,Weekly,Online,3390.6643,Casual,1,1,0,1,0,1,1,1,0,0,1,Medium,Price,3450.4572,128.43703,Yes
22-25,Non-binary,Working Professional,20000-50000,2-3 months,Mixed,5241.0018,Casual,0,1,1,0,1,1,1,0,1,1,1,Medium,Brand,2266.9495,61.767937,Yes
22-25,Female,Working Professional,<20000,Monthly,Mixed,500,Experimental,1,1,0,1,0,1,1,1,1,1,0,High,Recommendation,4052.2234,331.00227,Yes
26-30,Non-binary,Student,<20000,2-3 months,Online,4010.4105,Experimental,1,0,0,0,1,1,1,1,0,0,1,Medium,Brand,3143.7123,437.82821,Yes
26-30,Female,Working Professional,50000-100000,2-3 months,Instagram,3080.7894,Trendy,0,0,0,0,0,1,1,1,0,0,1,Low,Trend,300,414.83797,Yes
18-21,Female,Self-employed,100000,2-3 months,Online,1873.4826,Trendy,0,0,1,1,0,1,1,1,1,1,1,Medium,Price,3993.6437,471.5442,Maybe
18-21,Female,Working Professional,20000-50000,Rarely,Online,2893.518,Casual,0,1,1,1,0,1,0,1,0,1,1,Medium,Price,1200.9349,518.13333,No
18-21,Female,Working Professional,<20000,Monthly,Online,2852.5937,Minimal,1,1,0,1,0,1,1,1,1,0,1,Medium,Price,3639.5324,321.69711,Yes
26-30,Male,Student,20000-50000,Weekly,Mixed,3904.0284,Trendy,0,0,1,0,0,1,1,1,1,1,1,High,Trend,300,290.30884,Yes
26-30,Female,Self-employed,<20000,2-3 months,Mixed,1265.3471,Trendy,1,1,0,0,1,1,1,0,0,1,1,Medium,Recommendation,4898.529,521.3947,Yes
22-25,Female,Working Professional,<20000,Monthly,Online,4632.5476,Minimal,0,1,1,1,1,1,1,1,0,0,0,Medium,Recommendation,2087.6554,194.84772,Yes
18-21,Male,Student,20000-50000,2-3 months,Online,6732.4296,Minimal,0,1,1,0,1,1,1,1,0,1,0,High,Price,835.9955,123.22011,Yes
18-21,Female,Student,20000-50000,Rarely,Online,4561.857,Experimental,0,1,0,1,1,1,1,1,0,1,1,Low,Recommendation,1467.2422,249.16808,Yes
30,Female,Student,20000-50000,2-3 months,Offline,5617.9772,Trendy,1,1,0,1,1,1,1,1,1,1,0,Low,Price,1994.7264,231.6385,Yes
22-25,Female,Student,20000-50000,Monthly,Offline,6189.1249,Formal,0,0,1,1,1,1,1,0,0,0,1,High,Recommendation,2491.3454,307.24901,Yes
26-30,Male,Working Professional,100000,Monthly,Online,6472.979,Formal,1,1,1,0,0,1,1,0,1,1,0,Medium,Price,4477.2185,172.49705,Yes
26-30,Male,Self-employed,100000,Monthly,Instagram,7740.2774,Casual,1,1,1,1,1,1,1,0,1,0,0,Medium,Recommendation,2605.2139,355.45997,Yes
22-25,Female,Working Professional,20000-50000,Monthly,Online,3001.596,Trendy,1,0,1,1,0,1,1,0,1,1,1,Medium,Brand,300,214.63319,Yes
18-21,Female,Working Professional,20000-50000,2-3 months,Mixed,2563.032,Formal,1,1,0,1,0,1,1,1,1,1,1,High,Price,655.39223,484.23057,Yes
18-21,Female,Working Professional,20000-50000,2-3 months,Offline,5566.9313,Trendy,1,0,0,0,1,1,1,1,0,0,0,Medium,Price,6636.3022,120.81517,No
26-30,Male,Working Professional,20000-50000,2-3 months,Online,5416.5324,Trendy,1,0,1,0,1,1,0,1,1,1,1,High,Fit,2703.0832,279.07908,Yes
26-30,Female,Working Professional,50000-100000,Weekly,Instagram,5551.3506,Formal,1,0,0,1,0,1,1,0,1,0,1,High,Price,3926.1852,249.76286,Yes
26-30,Female,Student,20000-50000,Monthly,Mixed,7778.5649,Trendy,0,1,1,1,0,1,1,0,0,1,0,High,Recommendation,2037.4808,334.63349,Yes
22-25,Female,Working Professional,100000,2-3 months,Online,4022.7398,Minimal,0,1,0,1,0,1,1,1,0,1,0,Medium,Brand,993.08303,439.00567,Yes
18-21,Female,Working Professional,100000,Monthly,Online,4852.3131,Casual,1,0,0,0,0,1,1,0,1,1,1,High,Brand,1778.0767,339.93164,No
30,Female,Student,20000-50000,Monthly,Mixed,2039.2235,Experimental,1,1,0,1,0,1,1,1,0,0,0,High,Recommendation,2692.4891,280.71132,Yes
26-30,Male,Working Professional,20000-50000,2-3 months,Online,8270.6422,Formal,1,1,1,1,1,1,0,0,0,1,1,High,Trend,1809.6455,403.68826,Yes
22-25,Female,Working Professional,<20000,2-3 months,Online,3326.9102,Experimental,0,1,0,0,0,1,1,0,1,1,0,High,Price,5377.7016,426.45372,Yes
30,Female,Self-employed,20000-50000,Monthly,Online,3383.5681,Casual,1,0,1,1,0,0,1,1,0,0,0,High,Brand,1575.6208,340.37997,Yes
26-30,Male,Working Professional,20000-50000,2-3 months,Mixed,3306.5002,Minimal,1,0,1,1,1,0,0,1,0,0,1,High,Recommendation,917.74658,358.13877,No
22-25,Male,Working Professional,20000-50000,Weekly,Instagram,2710.2083,Minimal,1,1,1,1,0,0,1,0,0,1,1,Low,Brand,3713.2041,396.99533,Maybe
26-30,Female,Working Professional,100000,Rarely,Mixed,2541.1259,Minimal,1,1,0,1,1,1,1,1,1,1,0,Medium,Brand,3898.0038,53.410991,Yes
26-30,Female,Working Professional,<20000,Weekly,Offline,2952.5914,Minimal,1,1,1,0,0,1,0,0,1,1,1,Medium,Recommendation,2544.9657,247.37922,Maybe
26-30,Female,Working Professional,20000-50000,Weekly,Online,1268.4081,Formal,0,1,1,1,1,1,0,0,1,0,0,Medium,Fit,1596.7846,356.43509,No
